性别,出生年份,文化程度,省,市,县,婚姻状况,个人是否有经管类专业学习经历,家庭总人口,年龄超过65岁的人数,年龄小于16岁的成员人数,家庭其他成员的经管类专业学习经历,投资风险厌恶水平,金融知识题,金融知识1,金融知识题,金融知识2,金融知识题回答情况,参与金融市场,金融市场,买房的费用,风险资产,股票资产占比,金融资产,风险资产占比,房地产,购买基金的花费,基金,购买股票的花费,股票,持有的互联网理财产品金额,互联网理财,金融理财产品的总价值,金融理财,债券总市值,债券,金融衍生品的总市值,金融衍生品,黄金的总市值,黄金,非人民币资产的总市值,非人民币资产,是否工作,工作类型,工作体力负荷程度,日均工作时间,工作场所危害健康的因素,个人年收入,个人年收入的范围,家庭工作人数,家庭年收入的种类,家庭年收入的其他种类,家庭总收入金额,家庭总收入范围,家庭总支出的种类,家庭总支出的其他种类,家庭总支出的金额,家庭总支出的金额范围,债券,期货、期权等金融衍生品,黄金,外币资产,其他，请注明,都没有,机关事业单位退休金/离休金,城镇职工基本养老保险（城职保，一般按月缴纳）,新型农村社会养老保险（新农保，按年缴纳）,城镇居民社会养老保险（城居保，按年缴纳）,城乡统一居民社会养老保险（按年缴纳）,其他，请注明,都没有,养老保险,城镇职工基本医疗保险,城镇居民基本医疗保险,新型农村合作医疗保险,城乡居民基本医疗保险, 公费医疗,以上都没有,医疗保险,商业医疗保险,重大疾病保险,收入保障保险,长期看护保险,商业保险,幼儿园/学前班,小学,中学,大学及以上,教育投资,工资性收入,经营性收入,财产性收入,转移性收入,其他收入,日常消费支出,生产经营支出,投资性支出,教育支出,医疗支出,转移支出,其他支出
0,1953,2,江苏省,南京市,六合区,1,1,5,1,0,1,5,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,25000,,1-3-4-5-6,,57600,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,1,1,1,
0,1948,2,江苏省,南京市,六合区,1,1,7,2,0,2,4,4,0,3,1,1,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,20000,,1-3-5-6,,27010,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,1,
0,1956,2,江苏省,南京市,六合区,1,1,5,0,1,2,4,3,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,2002/3/4,,80000,,10-3-4-5-6,,61509,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,1,,1,1,1,1,1,1,
1,1961,0,江苏省,南京市,六合区,5,1,2,0,0,2,5,4,0,2,0,0,0,0,70000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,,3,,4,,,0,2001/3/4,,3000,,1-3-4-5-7,丧葬祭祀费,26510,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,1,1,,1
0,1963,2,江苏省,南京市,六合区,1,1,4,0,0,2,3,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,1,,6,,,2,1月3日,,50000,,2001/3/5,,73900,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,,1,,
0,1974,3,江苏省,南京市,六合区,4,1,5,1,0,2,2,3,0,3,1,1,0,0,55000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,2002/3/4,,30000,,2010/3/6,,112480,,0,0,0,0,0,1,,,1,,,,,1,,,,,,,0,,1,,,1,,,,,0,,1,1,1,,1,1,1,,,1,
0,1974,3,江苏省,南京市,六合区,1,1,6,0,1,2,4,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,8,6,24000,,2,1月3日,,45000,,1-3-4-5-6,,70350,,0,0,0,0,0,1,,,,1,,,,1,,1,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,1,1,1,
1,1990,6,江苏省,南京市,六合区,1,1,4,0,1,2,4,3,0,1,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,2,1,8,6,31100,,2,1月3日,,96000,,1-3-5-7,买婴儿用品,186315,,0,0,0,0,0,1,,1,,,,,,1,,1,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,,1,,1
0,1965,2,江苏省,南京市,六合区,1,1,2,0,0,2,4,4,0,4,0,0,0,0,50000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,6,2,8,5-4-3-20,35000,,1,2001/3/4,,35000,,1-3-4-6,,25330,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,1,,1,
1,1965,3,江苏省,南京市,六合区,1,1,5,0,1,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,8,6,40000,,3,2001/2/3,,100000,,10-3-5-6,,83688,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,,1,1,
1,1940,1,江苏省,南京市,六合区,5,1,4,1,0,2,5,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,3月4日,,50000,,1-3-5-6,,41093,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,1,
1,1942,1,江苏省,南京市,六合区,1,1,5,2,0,2,4,4,0,4,0,0,0,0,30000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,,2,,1,,,3,2001/3/4,,122400,,2001/3/5,,62364,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,,1,,
0,1981,2,江苏省,南京市,六合区,1,1,5,2,1,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,2,,1,,,3,1月3日,,30000,,1-3-4-5,,24490,,0,0,0,0,0,1,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,1,,1,,,1,,1,1,1,,
1,1965,1,江苏省,南京市,六合区,1,0,5,0,1,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,1,,6,,,3,2001/3/4,,75000,,1-3-4-5,,101884,,0,0,0,0,0,1,,,,,1,,,1,,,,1,,,1,,1,,,1,,,,,0,1,,1,1,,1,,1,1,1,,
0,1967,2,江苏省,南京市,六合区,1,1,3,0,0,2,4,2,1,4,0,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,2002/3/4,,80000,,10-3-5-6-7,办嫁娶、升学、乔迁、生日等酒席,135550,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,1,,1,1,1,,1,1,1
0,1942,2,江苏省,南京市,六合区,1,1,2,2,0,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,2,,6,,,0,1月3日,,5000,,2001/3/5,,28233,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,,1,,
1,1969,1,江苏省,南京市,六合区,1,0,2,0,0,1,4,4,0,1,0,0,0,0,160000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,,3,,6,,,2,1-2-3-5,农用机械出租,60000,,10-3-5-6-7,,103803,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,,1,1,1,1,,1,1,1
0,1944,2,江苏省,南京市,六合区,1,1,4,3,0,2,4,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,2月3日,,20000,,10-3-5-6-7,打牌打麻将、博彩,37145,,0,0,0,0,0,1,,,1,,,,,1,,,,,,1,1,,,,,0,,,,,0,,1,1,,,1,1,1,,1,1,1
0,1951,2,江苏省,南京市,六合区,1,1,2,1,0,1,4,4,0,4,0,0,0,0,300000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,7,1,,6,,,2,1-2-3-4,,25000,,10-3-4-5-6,,66100,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,1,,1,1,1,1,1,1,
0,1959,2,江苏省,南京市,六合区,1,0,5,0,1,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,3,,80000,,1-3-4-5-6,,33000,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,,1,,,1,,1,1,1,1,
0,1941,1,江苏省,南京市,六合区,1,1,2,2,0,2,5,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,10000,,1-3-5-6,,27360,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,1,
0,1954,1,江苏省,南京市,六合区,0,1,1,1,0,1,3,2,1,3,1,2,1,1,55000,1,0,2,0.5,1,,0,,0,55000,1,,0,,0,,0,,0,,0,0,,1,,6,,,0,2001/3/4,,12800,,2001/3/5,,21504,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,,1,,
1,1977,3,江苏省,徐州市,新沂市,1,1,3,0,1,2,4,4,0,4,0,0,0,0,160000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,2002/3/4,,70000,,10-3-4-5-6-7,,81570,,0,0,0,0,0,1,,1,,,,,,1,,1,,,,,1,,,,,0,,,,,0,,1,1,1,,1,1,1,1,1,1,1
0,1981,3,江苏省,徐州市,新沂市,1,1,4,0,2,2,4,2,1,3,1,2,0,0,360000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,8,3,44700,,1,1月3日,,40000,,1-3-4-5-6,,47360,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,1,1,1,
1,1988,3,江苏省,徐州市,新沂市,1,1,3,0,0,2,4,3,0,1,0,0,0,0,150000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,,1,,6,,,1,2001/2/3,,30000,,2010/3/5,,29780,,0,0,0,0,0,1,,,,,,,,0,,1,,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,,1,,
0,1995,7,江苏省,徐州市,新沂市,0,1,3,0,0,2,3,2,1,3,1,2,0,0,1170000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,2-3-4-5,打牌、打麻将收入,50000,,10-3-4-5-6-7,,82700,,0,0,0,0,0,1,,,,,,,,0,,1,,,,,1,,,,,0,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1
0,1989,3,江苏省,徐州市,新沂市,1,1,4,0,2,2,0,3,0,1,0,0,0,0,410000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,2,1,8,6,30000,,1,2001/3/4,,30000,,1-3-4-5-6-7,买婴儿用品,127800,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,1,1,1,1
0,1971,2,江苏省,徐州市,新沂市,1,1,3,0,0,2,4,4,0,4,0,0,0,0,60000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,8,6,29000,,1,1月3日,,60000,,1-3-5-7,,21500,,0,0,0,0,0,1,,,,1,,,,1,,1,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,,1,,1
1,1993,3,江苏省,徐州市,新沂市,1,1,5,0,1,2,3,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,10,6,68713,,4,1月3日,,1080,,1-3-4-5-6-7,办嫁娶、升学、乔迁、生日等酒席,56340,,0,0,0,0,0,1,,,,,,,,0,,,1,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,1,1,1,1
1,1944,1,江苏省,徐州市,新沂市,1,1,2,2,0,1,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3,,40000,,2001/3/5,,78268,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,,
1,1988,5,江苏省,徐州市,新沂市,1,1,6,0,2,2,3,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,2,1,7,3,30000,,3,1-2-3-4,,100000,,10-3-4-5-6-7,买婴儿用品,50000,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,1,,1,1,1,1,1,1,1
1,1977,2,江苏省,徐州市,新沂市,1,1,3,0,0,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,3,3,,25000,,1-3-4-5-6-7,办嫁娶、升学、乔迁、生日等酒席,32750,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,,1,,,1,,1,1,1,1,1
0,1982,6,江苏省,徐州市,新沂市,1,1,3,0,0,1,3,3,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3,,60000,,2001/3/5,,36400,,0,0,0,0,0,1,,,,,,,,0,,,,1,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,,
0,1961,3,江苏省,徐州市,新沂市,1,1,2,0,0,2,3,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,3,,80000,,1-3-6-7,,79200,,0,0,0,0,0,1,1,,,,,,,1,,,1,,,,1,,1,,,1,,,,,0,,,1,,,1,,1,,,1,1
1,1985,2,江苏省,徐州市,新沂市,1,1,4,0,2,2,4,3,0,2,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,6,1,5,6,25000,,2,1-2-3-4,,55000,,10-3-4-5-6,,100400,,0,0,0,0,0,1,,,,,,,1,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,1,,1,1,1,1,1,1,
0,1976,6,江苏省,徐州市,新沂市,1,1,4,0,2,2,3,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,8,6,60800,,2,1月3日,,50000,,1-3-4-6-7,,128900,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,1,,1,1
0,1931,0,江苏省,徐州市,新沂市,1,1,5,2,0,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,3,,180000,,1-3-5-6,,138492,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,,,1,,,1,,1,,1,1,
1,1959,0,江苏省,徐州市,新沂市,1,1,6,1,2,1,4,4,0,,0,0,0,0,3000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,4,2月3日,,4000,,10-3-4-5,,38276,,0,0,0,0,0,1,,,,,,,,0,,,1,,,,1,,,,,0,,,,,0,,1,1,,,1,1,1,1,1,,
0,1956,0,江苏省,徐州市,新沂市,1,1,2,1,0,2,4,1,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,7,3,,6,,,2,1-2-3-4,,5000,,10-3-5-6,,22540,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,1,,1,1,1,,1,1,
1,1970,2,江苏省,徐州市,新沂市,1,1,6,0,1,2,3,2,1,3,1,2,0,0,500,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,3,2月3日,,120000,,10-3-4-5-6,,19010,,0,0,0,0,0,1,,,,,,,1,1,,,1,,,,1,,,,,0,,,,,0,,1,1,,,1,1,1,1,1,1,
1,1955,4,江苏省,徐州市,新沂市,1,1,2,0,0,2,4,4,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,2月3日,,4000,,2010/3/5,,23300,,0,0,0,0,0,1,,,1,,,,,1,,,,,,1,1,,,,,0,,,,,0,,1,1,,,1,1,1,,1,,
1,1955,0,江苏省,徐州市,新沂市,5,1,1,0,0,2,4,4,0,4,0,0,0,0,803,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,2月3日,,4000,,2010/3/5,,2560,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,,,1,1,1,,1,,
0,1944,1,江苏省,徐州市,新沂市,1,1,2,2,0,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,8600,,2001/3/5,,4950,,0,0,0,0,0,1,,,,,1,,,1,,,,1,,,1,,,,,0,,,,,0,,,1,1,,1,,1,,1,,
0,1955,2,江苏省,徐州市,新沂市,1,1,2,0,0,2,4,2,1,4,0,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,3,,6,,,0,2001/3/4,,20000,,1-3-5-6,,59000,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,,1,1,
0,1989,2,江苏省,徐州市,新沂市,1,1,6,0,2,2,3,2,1,3,1,2,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,2,1,10,1月2日,40000,,1,2001/2/3,,55000,,10-3-4-5,,38640,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,1,1,,
1,1967,1,江苏省,徐州市,新沂市,1,1,3,0,0,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,2,3,10,1月2日,43652,,2,2001/2/3,,30000,,10-3-5-6,,31440,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,,1,1,
1,1962,2,江苏省,徐州市,新沂市,1,1,5,0,0,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,2月3日,,20000,,10-3-4-5-6,,33342,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,,,1,1,1,1,1,1,
1,1948,0,江苏省,徐州市,新沂市,1,1,2,2,0,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,2002/3/4,,10000,,2010/3/5,,16470,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,1,,1,1,1,,1,,
1,1970,0,江苏省,徐州市,新沂市,1,1,6,0,2,2,0,,0,,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,3,2002/3/4,,28454,,10-3-4-5-6,.,32584,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,1,,1,1,1,1,1,1,
1,1967,0,江苏省,徐州市,新沂市,1,1,6,0,1,2,4,4,0,4,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,3,,6,,,1,1月3日,,30000,,2001/3/5,,32615,,0,0,0,0,0,1,,,,,,,1,1,,,1,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,,1,,
1,1977,2,江苏省,徐州市,新沂市,1,1,4,0,1,2,2,2,1,2,0,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,3月4日,,45000,,1-3-4-5-7,,58000,,0,0,0,0,0,1,,,,,,,,0,,,1,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,1,1,,1
1,1965,2,江苏省,徐州市,新沂市,1,1,2,0,0,2,4,4,0,4,0,0,0,0,6000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,2,2,8,6,18000,,2,1-2-3-4,,100000,,10-3-5-6,,60260,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,1,,1,1,1,,1,1,
0,1983,2,江苏省,徐州市,新沂市,1,1,3,0,1,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,1,,1-3-4-5-6-7,办嫁娶、升学、乔迁、生日等酒席,169507,,0,0,0,0,0,1,,,,,,,1,1,,,,,,,0,,,,,0,,,,,0,,,1,1,,1,,1,1,1,1,1
1,1990,2,江苏省,徐州市,新沂市,1,1,5,0,2,2,4,2,1,4,0,1,0,0,90927,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,7,3,,5,6000,,3,2001/2/3,,30000,,10-3-4-5,,50300,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,1,1,,
0,1955,2,江苏省,徐州市,新沂市,1,1,4,0,1,2,4,4,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,2月3日,,18000,,2010/3/5,,11480,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,,,1,1,1,,1,,
0,1967,1,江苏省,徐州市,新沂市,1,0,5,0,0,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,7,3,,6,45000,,2,2001/2/3,,55000,,10-3-4-5-6,,62650,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,1,,,1,,,,,0,1,1,1,,,1,1,1,1,1,1,
0,1966,0,江苏省,徐州市,新沂市,1,1,5,1,2,2,2,4,0,2,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,7,3,,6,,,3,2001/2/3,,80000,,10-3-4-5,,95072,,0,0,0,0,0,1,,,,,,,1,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,1,1,,
0,1952,2,江苏省,徐州市,新沂市,1,0,6,2,2,,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,,3,,6,,,2,2001/2/3,,190000,,2010/3/5,,103150,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,,1,,
0,1962,2,江苏省,徐州市,新沂市,1,1,5,0,0,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,2月3日,,22000,,2010/3/5,,15250,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,,,1,1,1,,1,,
1,1974,2,江苏省,徐州市,新沂市,1,1,5,1,1,2,5,1,0,3,1,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,2,2月3日,,60000,,10-3-4-5-6,,38525,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,,,1,1,1,1,1,1,
1,1965,1,江苏省,徐州市,新沂市,1,1,7,0,2,2,4,2,1,4,0,1,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,0,7,3,,6,,,4,2001/2/3,,60000,,2010/3/4,,123552,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,1,,,
1,1956,3,江苏省,徐州市,新沂市,1,0,1,0,0,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,0,3月4日,,50000,,1-3-4-5-6,,126400,,0,0,0,0,0,1,,,,1,,,,1,,1,,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,1,1,1,
0,1959,1,江苏省,徐州市,新沂市,0,1,3,1,1,2,4,4,0,4,0,0,0,0,,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,1,3月4日,,8000,,1-3-4-5,,23606,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,,1,1,,1,,1,1,1,,
0,1955,2,江苏省,徐州市,新沂市,1,1,2,0,0,2,0,,0,,0,0,0,0,2000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,3,3,,2月1日,,,2,2001/3/4,,11090,,1月3日,.,9180,,0,0,0,0,0,1,,,,,,,1,1,,,1,,,,1,,,,,0,,,,,0,1,,1,1,,1,,1,,,,
0,1953,1,江苏省,徐州市,新沂市,1,1,5,1,1,2,5,3,0,2,0,0,0,0,250000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,7,3,,1月2日,,,4,2001/2/3,,20000,,10-3-5-7,,27430,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,1,1,1,,,1,1,1,,1,,1
1,1977,3,江苏省,常州市,武进区,1,1,4,1,1,2,3,3,0,1,0,0,1,1,10800,0,0,2,0,1,,0,,0,,0,50000,1,,0,,0,,0,,0,0,1,1,8,3,45300,,2,1月3日,,100000,,1-3-4-5-7,办嫁娶、升学、乔迁、生日等酒席,101400,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,1,1,,1
1,1979,1,江苏省,常州市,武进区,1,1,3,0,0,2,4,4,0,4,0,0,0,0,1290000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1,10,6,28900,,3,1月3日,,100000,,2001/3/5,,44534,,0,0,0,0,0,1,,,,,1,,,1,,,1,,,,1,,,,,0,,,,,0,1,,1,,,1,,1,,1,,
0,1982,2,江苏省,常州市,武进区,1,1,5,0,0,2,5,2,1,,0,1,0,0,150000,0,0,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,1,,,,,,,4,2月3日,,130000,,10-3-5-6-7,,83150,,0,0,0,0,0,1,,,,,,,,0,,,,,,,0,,,,,0,,,,,0,,1,1,,,1,1,1,,1,1,1
0,1964,2,江苏省,常州市,武进区,1,1,3,0,0,2,3,3,0,4,0,0,1,1,150000,0,0,2,0,1,,0,,0,,0,50000,1,,0,,0,,0,,0,0,1,2,9,4,55140,,3,2001/3/5,卖房,150000,,1-3-4-5-6-7,,223917,,0,0,0,0,0,1,,1,,,,,,1,1,,,,,,1,,,,,0,,,,,0,1,,1,,1,1,,1,1,1,1,1
0,1956,0,江苏省,常州市,武进区,1,1,7,0,3,2,2,3,0,3,1,1,1,1,500000,1,0,2,0.5,1,,0,,0,30000,1,,0,,0,,0,,0,,0,1,,,,,,,4,2002/3/4,,220000,,10-3-4-5-6,,216700,,0,0,0,0,0,1,,,1,,,,,1,,,1,,,,1,,,,,0,,,,,0,,1,1,1,,1,1,1,1,1,1,
